,index,x,y
197,201201BS70226,-0.175802,51.484361
198,201201BS70227,-0.187387,51.486429
200,201201BS70230,-0.201634,51.512368
201,201201BS70231,-0.171509,51.487262
203,201201BS70233,-0.208335,51.499521
204,201201BS70234,-0.194786,51.506957
205,201201BS70235,-0.188636,51.487618
206,201201BS70236,-0.164084,51.489214
207,201201BS70237,-0.170814,51.486622
208,201201BS70238,-0.190661,51.494663
209,201201BS70239,-0.156451,51.489184
210,201201BS70240,-0.211185,51.518719
211,201201BS70241,-0.176061,51.481488
212,201201BS70242,-0.200105,51.49265
213,201201BS70243,-0.201543,51.521988
214,201201BS70245,-0.159011,51.500735
215,201201BS70246,-0.191113,51.490534
216,201201BS70247,-0.194844,51.494548
217,201201BS70248,-0.184506,51.493669
218,201201BS70249,-0.198024,51.497924
219,201201BS70252,-0.197289,51.509243
221,201201BS70254,-0.209082,51.506187
222,201201BS70256,-0.185761,51.480199
223,201201BS70258,-0.173445,51.482076
224,201201BS70259,-0.215085,51.525882
225,201201BS70260,-0.185773,51.483527
226,201201BS70262,-0.167942,51.497188
227,201201BS70263,-0.15475,51.484931
228,201201BS70265,-0.154606,51.484929
229,201201BS70267,-0.179457,51.479382
230,201201BS70268,-0.204556,51.51502
231,201201BS70269,-0.155861,51.489535
232,201201BS70270,-0.205441,51.499836
233,201201BS70271,-0.183737,51.498513
234,201201BS70272,-0.223867,51.529882
235,201201BS70273,-0.157094,51.49468
236,201201BS70274,-0.186385,51.482637
237,201201BS70275,-0.189498,51.502199
239,201201BS70278,-0.206333,51.517475
240,201201BS70279,-0.184153,51.480804
241,201201BS70281,-0.201322,51.498334
243,201201BS70284,-0.203416,51.507359
244,201201BS70285,-0.203693,51.507633
245,201201BS70286,-0.182693,51.484918
246,201201BS70287,-0.159385,51.484284
247,201201BS70288,-0.157498,51.491809
248,201201BS70289,-0.215489,51.526608
249,201201BS70290,-0.187451,51.484812
250,201201BS70291,-0.158809,51.502171
251,201201BS70292,-0.215359,51.526246
252,201201BS70293,-0.190001,51.489527
253,201201BS70294,-0.208445,51.51508
254,201201BS70295,-0.201658,51.511739
255,201201BS70296,-0.165837,51.488612
256,201201BS70297,-0.174245,51.498096
257,201201BS70298,-0.174525,51.494683
258,201201BS70299,-0.211564,51.520073
259,201201BS70300,-0.163518,51.499727
260,201201BS70301,-0.166571,51.488264
261,201201BS70302,-0.170375,51.486795
262,201201BS70303,-0.185935,51.48308
263,201201BS70304,-0.161503,51.496098
264,201201BS70305,-0.192487,51.488576
265,201201BS70306,-0.174104,51.487212
266,201201BS70307,-0.161579,51.490614
267,201201BS70308,-0.184283,51.492047
268,201201BS70309,-0.183914,51.497706
269,201201BS70310,-0.159648,51.499216
270,201201BS70311,-0.213705,51.505898
272,201201BS70313,-0.214843,51.517336
273,201201BS70314,-0.226139,51.519665
274,201201BS70315,-0.206026,51.506949
275,201201BS70316,-0.166827,51.492674
276,201201BS70317,-0.167349,51.48324
277,201201BS70318,-0.211878,51.501014
278,201201BS70319,-0.183184,51.490681
279,201201BS70320,-0.167499,51.497451
280,201201BS70321,-0.159277,51.501279
281,201201BS70322,-0.193004,51.500994
282,201201BS70323,-0.215377,51.525797
283,201201BS70324,-0.177288,51.483215
284,201201BS70326,-0.157893,51.492714
285,201201BS70327,-0.188001,51.492734
286,201201BS70328,-0.177093,51.480874
287,201201BS70329,-0.159282,51.497592
288,201201BS70331,-0.206531,51.512443
289,201201BS70332,-0.169555,51.496494
290,201201BS70333,-0.206477,51.517478
291,201201BS70334,-0.16763,51.483424
292,201201BS70335,-0.174003,51.482535
293,201201BS70336,-0.209869,51.508177
294,201201BS70337,-0.205859,51.496515
295,201201BS70339,-0.176241,51.484188
296,201201BS70340,-0.203251,51.507896
297,201201BS70341,-0.200393,51.492655
298,201201BS70342,-0.181929,51.493269
299,201201BS70343,-0.179104,51.495473
300,201201BS70344,-0.166178,51.49806
301,201201BS70345,-0.195564,51.494559
302,201201BS70346,-0.203032,51.513468
303,201201BS70348,-0.181366,51.485707
304,201201BS70349,-0.176205,51.48149
305,201201BS70350,-0.155861,51.489535
306,201201BS70352,-0.202731,51.495478
307,201201BS70353,-0.18304,51.490678
308,201201BS70354,-0.167342,51.48342
309,201201BS70355,-0.155861,51.489535
310,201201BS70356,-0.214565,51.506001
311,201201BS70357,-0.201827,51.522083
312,201201BS70359,-0.215218,51.526154
313,201201BS70361,-0.205658,51.519983
314,201201BS70362,-0.196074,51.499872
315,201201BS70363,-0.189194,51.488076
316,201201BS70364,-0.184906,51.483603
317,201201BS70365,-0.184445,51.480718
318,201201BS70366,-0.187302,51.492183
319,201201BS70369,-0.173589,51.482079
320,201201BS70370,-0.199691,51.492194
321,201201BS70371,-0.196765,51.511573
322,201201BS70372,-0.210356,51.517807
323,201201BS70373,-0.170285,51.496235
324,201201BS70374,-0.185618,51.501959
325,201201BS70375,-0.17827,51.480263
326,201201BS70376,-0.156753,51.492426
327,201201BS70378,-0.206827,51.523238
329,201201BS70380,-0.179108,51.495384
330,201201BS70381,-0.21034,51.499821
331,201201BS70382,-0.183279,51.48106
332,201201BS70383,-0.18153,51.481572
333,201201BS70384,-0.190292,51.489442
334,201201BS70385,-0.198122,51.499095
335,201201BS70386,-0.198119,51.499184
336,201201BS70387,-0.182697,51.484828
337,201201BS70388,-0.185791,51.483077
338,201201BS70389,-0.178561,51.480177
340,201201BS70391,-0.184751,51.494752
341,201201BS70392,-0.217319,51.516654
342,201201BS70393,-0.188487,51.502273
344,201201BS70395,-0.178126,51.480261
345,201201BS70396,-0.197679,51.499358
346,201201BS70397,-0.20448,51.509624
347,201201BS70398,-0.17827,51.480263
348,201201BS70399,-0.197423,51.509515
349,201201BS70400,-0.209404,51.516353
350,201201BS70401,-0.212862,51.505345
351,201201BS70402,-0.205856,51.496605
352,201201BS70403,-0.165264,51.495707
353,201201BS70404,-0.20953,51.516805
354,201201BS70405,-0.187443,51.492275
355,201201BS70406,-0.209674,51.516807
356,201201BS70407,-0.174709,51.493697
357,201201BS70408,-0.191086,51.502134
358,201201BS70409,-0.214062,51.526226
359,201201BS70410,-0.173592,51.481989
360,201201BS70411,-0.224972,51.520007
361,201201BS70412,-0.198921,51.493441
362,201201BS70413,-0.19955,51.492102
363,201201BS70414,-0.194856,51.497875
364,201201BS70416,-0.185761,51.480199
365,201201BS70417,-0.16228,51.498269
367,201201BS70419,-0.209922,51.499455
368,201201BS70420,-0.217463,51.516656
370,201201BS70422,-0.199248,51.514399
371,201201BS70423,-0.175802,51.484361
372,201201BS70424,-0.193731,51.500826
373,201201BS70426,-0.159007,51.500825
374,201201BS70427,-0.205297,51.514492
375,201201BS70428,-0.214895,51.504927
376,201201BS70429,-0.19136,51.502498
377,201201BS70430,-0.17111,51.486446
378,201201BS70431,-0.181591,51.480045
379,201201BS70432,-0.21766,51.51531
380,201201BS70433,-0.210496,51.517899
381,201201BS70434,-0.157421,51.497293
382,201201BS70435,-0.191385,51.494584
383,201201BS70436,-0.220728,51.517965
385,201201BS70438,-0.186906,51.502159
386,201201BS70439,-0.181992,51.488054
387,201201BS70440,-0.176093,51.484276
388,201201BS70441,-0.217463,51.516656
389,201201BS70443,-0.208422,51.500961
390,201201BS70444,-0.173046,51.495649
391,201201BS70445,-0.1944,51.505782
392,201201BS70446,-0.209903,51.518339
393,201201BS70447,-0.168533,51.493241
394,201201BS70448,-0.16217,51.490263
395,201201BS70449,-0.167342,51.48342
396,201201BS70450,-0.217871,51.517292
397,201201BS70451,-0.206702,51.497068
398,201201BS70452,-0.206834,51.523059
400,201201BS70454,-0.173445,51.482076
401,201201BS70455,-0.173874,51.496561
402,201201BS70456,-0.21063,51.518171
403,201201BS70457,-0.165289,51.498675
404,201201BS70458,-0.192336,51.496038
406,201201BS70460,-0.172625,51.495373
407,201201BS70461,-0.208445,51.51508
408,201201BS70462,-0.203453,51.513744
409,201201BS70463,-0.189513,51.494556
410,201201BS70464,-0.2102,51.499729
411,201201BS70465,-0.217955,51.511448
412,201201BS70466,-0.183422,51.477465
413,201201BS70467,-0.180285,51.480294
414,201201BS70468,-0.16489,51.490666
415,201201BS70469,-0.176936,51.488425
416,201201BS70470,-0.157939,51.484442
417,201201BS70471,-0.214006,51.523977
418,201201BS70472,-0.210626,51.51826
419,201201BS70473,-0.158397,51.494521
420,201201BS70475,-0.211185,51.518719
421,201201BS70476,-0.185349,51.48334
422,201201BS70478,-0.177559,51.490863
423,201201BS70480,-0.150835,51.485589
424,201201BS70481,-0.216388,51.518348
425,201201BS70482,-0.195567,51.494469
426,201201BS70483,-0.173986,51.497372
427,201201BS70485,-0.224516,51.52063
428,201201BS70487,-0.187767,51.502262
429,201201BS70488,-0.200249,51.492652
430,201201BS70489,-0.20776,51.51417
431,201201BS70490,-0.167787,51.497455
432,201201BS70491,-0.190292,51.489442
433,201201BS70492,-0.175475,51.485345
434,201201BS70493,-0.206224,51.516575
435,201201BS70494,-0.163518,51.49613
436,201201BS70495,-0.159012,51.497138
437,201201BS70496,-0.160559,51.501659
438,201201BS70497,-0.182473,51.494087
439,201201BS70498,-0.172887,51.485215
440,201201BS70499,-0.206531,51.512443
441,201201BS70500,-0.183088,51.493107
442,201201BS70501,-0.190114,51.486651
443,201201BS70502,-0.158786,51.492009
444,201201BS70504,-0.187302,51.492183
445,201201BS70505,-0.181206,51.493348
446,201201BS70506,-0.201325,51.498244
447,201201BS70507,-0.165038,51.490578
448,201201BS70508,-0.196,51.509044
449,201201BS70509,-0.19222,51.495317
450,201201BS70510,-0.199244,51.514489
451,201201BS70511,-0.204539,51.497125
452,201201BS70512,-0.172207,51.491409
453,201201BS70513,-0.191527,51.49099
454,201201BS70514,-0.175069,51.495501
455,201201BS70515,-0.176536,51.484013
456,201201BS70516,-0.157609,51.49262
457,201201BS70517,-0.161378,51.492049
458,201201BS70518,-0.185572,51.484962
459,201201BS70519,-0.193914,51.492555
460,201201BS70520,-0.183184,51.490681
461,201201BS70521,-0.191796,51.487846
462,201201BS70523,-0.21198,51.505781
463,201201BS70524,-0.178524,51.491957
464,201201BS70525,-0.184312,51.484044
465,201201BS70526,-0.171686,51.493649
466,201201BS70527,-0.215945,51.503863
467,201201BS70528,-0.157374,51.498461
468,201201BS70529,-0.158662,51.484363
469,201201BS70531,-0.158662,51.484363
470,201201BS70532,-0.158878,51.500463
471,201201BS70533,-0.180102,51.499356
472,201201BS70534,-0.196669,51.495745
473,201201BS70535,-0.176936,51.488425
474,201201BS70536,-0.183423,51.481062
475,201201BS70537,-0.212303,51.5012
476,201201BS70538,-0.171401,51.486361
477,201201BS70541,-0.196696,51.491429
478,201201BS70542,-0.215545,51.517796
479,201201BS70543,-0.150108,51.485757
480,201201BS70544,-0.191539,51.501601
481,201201BS70545,-0.206531,51.512443
482,201201BS70546,-0.185525,51.493415
483,201201BS70547,-0.160148,51.501113
484,201201BS70548,-0.184099,51.493033
485,201201BS70550,-0.189869,51.492852
486,201201BS70551,-0.173448,51.481986
487,201201BS70552,-0.215907,51.515913
488,201201BS70553,-0.168824,51.496752
489,201201BS70554,-0.206399,51.519455
490,201201BS70555,-0.220679,51.52291
491,201201BS70556,-0.16706,51.497624
492,201201BS70557,-0.185014,51.484504
493,201201BS70558,-0.164164,51.48364
494,201201BS70559,-0.180077,51.499985
495,201201BS70561,-0.21908,51.523245
496,201201BS70562,-0.194258,51.509377
497,201201BS70563,-0.195564,51.494559
498,201201BS70564,-0.217723,51.513692
499,201201BS70565,-0.214685,51.502945
500,201201BS70566,-0.20157,51.513985
501,201201BS70567,-0.171401,51.486361
502,201201BS70568,-0.171603,51.495716
503,201201BS70570,-0.197149,51.509151
504,201201BS70571,-0.183157,51.494997
505,201201BS70572,-0.191461,51.48901
506,201201BS70573,-0.216195,51.504856
507,201201BS70574,-0.195428,51.508945
508,201201BS70575,-0.209948,51.517171
509,201201BS70576,-0.201034,51.49833
510,201201BS70578,-0.209674,51.516807
511,201201BS70579,-0.191465,51.48892
512,201201BS70580,-0.183013,51.494995
513,201201BS70581,-0.162516,51.485233
514,201201BS70582,-0.203254,51.507806
515,201201BS70584,-0.177812,51.495363
517,201201BS70587,-0.210229,51.517355
518,201201BS70588,-0.215106,51.503221
519,201201BS70589,-0.168036,51.487657
520,201201BS70590,-0.173301,51.482074
521,201201BS70591,-0.159429,51.497504
522,201201BS70592,-0.210536,51.505849
523,201201BS70593,-0.203936,51.508806
524,201201BS70594,-0.21415,51.52398
525,201201BS70595,-0.162426,51.483882
526,201201BS70596,-0.18745,51.492096
527,201201BS70597,-0.162022,51.490351
528,201201BS70598,-0.174565,51.490097
529,201201BS70600,-0.16763,51.483424
530,201201BS70601,-0.170131,51.489309
531,201201BS70602,-0.180702,51.495139
532,201201BS70603,-0.173733,51.482081
533,201201BS70604,-0.197752,51.512128
534,201201BS70605,-0.200778,51.508488
535,201201BS70606,-0.159156,51.49714
536,201201BS70607,-0.198564,51.491548
537,201201BS70608,-0.182498,51.482577
538,201201BS70609,-0.185942,51.4829
539,201201BS70610,-0.210344,51.499731
540,201201BS70611,-0.214006,51.523977
541,201201BS70612,-0.202071,51.493939
542,201201BS70613,-0.202071,51.493939
543,201201BS70614,-0.186053,51.480114
544,201201BS70615,-0.209404,51.516353
545,201201BS70616,-0.18153,51.481572
546,201201BS70617,-0.15895,51.484368
547,201201BS70618,-0.177609,51.486008
548,201201BS70619,-0.17972,51.480016
549,201201BS70620,-0.174417,51.490185
550,201201BS70621,-0.162485,51.50034
551,201201BS70622,-0.213736,51.523524
552,201201BS70623,-0.187302,51.492183
553,201201BS70624,-0.176936,51.488425
554,201201BS70625,-0.16972,51.488763
555,201201BS70626,-0.197891,51.497652
556,201201BS70627,-0.210593,51.500724
557,201201BS70628,-0.179125,51.491337
558,201201BS70629,-0.210222,51.517535
559,201201BS70630,-0.193911,51.492645
560,201201BS70631,-0.180455,51.50134
561,201201BS70632,-0.208254,51.519933
562,201201BS70633,-0.176356,51.484909
563,201201BS70634,-0.192368,51.509797
564,201201BS70635,-0.190423,51.493401
565,201201BS70636,-0.162784,51.500075
566,201201BS70637,-0.156156,51.48936
567,201201BS70638,-0.205984,51.522686
568,201201BS70639,-0.190226,51.50203
569,201201BS70640,-0.2087,51.497548
570,201201BS70641,-0.187194,51.502163
571,201201BS70642,-0.214263,51.502669
572,201201BS70643,-0.18014,51.491173
573,201201BS70645,-0.20352,51.497379
574,201201BS70646,-0.179125,51.491337
575,201201BS70649,-0.196218,51.499875
576,201201BS70651,-0.199643,51.508021
577,201201BS70653,-0.173608,51.496017
578,201201BS70655,-0.192487,51.488576
579,201201BS70656,-0.182729,51.4949
580,201201BS70657,-0.181607,51.501358
581,201201BS70658,-0.192377,51.50593
582,201201BS70659,-0.208207,51.506443
583,201201BS70660,-0.215545,51.517796
584,201201BS70661,-0.20584,51.522684
585,201201BS70662,-0.168036,51.487657
586,201201BS70663,-0.182876,51.494813
587,201201BS70664,-0.175335,51.48885
588,201201BS70665,-0.193993,51.505146
589,201201BS70666,-0.191328,51.488738
590,201201BS70667,-0.208163,51.52227
591,201201BS70668,-0.201325,51.498244
592,201201BS70669,-0.191936,51.50979
593,201201BS70670,-0.192595,51.504045
594,201201BS70671,-0.173592,51.481989
595,201201BS70673,-0.183184,51.490681
596,201201BS70676,-0.167925,51.486846
597,201201BS70677,-0.198496,51.493255
598,201201BS70678,-0.222136,51.515108
599,201201BS70679,-0.15952,51.491661
600,201201BS79001,-0.209505,51.521121
601,201201BS79002,-0.222422,51.522576
602,201201BS79004,-0.166034,51.498058
603,201201BS79008,-0.193004,51.500994
604,201201BS79014,-0.182073,51.493271
605,201201BS79016,-0.157321,51.492615
606,201201BS79026,-0.200691,51.49239
607,201201BS79037,-0.197159,51.508882
608,201201BS79091,-0.194114,51.509374
992,201201CW10003,-0.150108,51.485757
1020,201201CW10037,-0.201539,51.522078
1094,201201CW10121,-0.183328,51.501564
1098,201201CW10126,-0.156005,51.489537
1108,201201CW10137,-0.160706,51.501571
1136,201201CW10171,-0.21602,51.527785
1258,201201CW10322,-0.157226,51.498549
1273,201201CW10339,-0.150521,51.486213
1362,201201CW10447,-0.191788,51.509878
1474,201201CW10597,-0.179587,51.497819
1543,201201CW10689,-0.157374,51.498461
1564,201201CW10714,-0.151788,51.486953
1598,201201CW10752,-0.156118,51.497452
1655,201201CW10822,-0.19493,51.514243
1663,201201CW10831,-0.201543,51.521988
1733,201201CW10916,-0.189909,51.510029
1748,201201CW10938,-0.163813,51.499552
2252,201201CW11580,-0.160415,51.501656
2268,201201CW11599,-0.163075,51.49999
2369,201201CW11732,-0.192224,51.509795
3826,201201FH10019,-0.221279,51.514915
3831,201201FH10024,-0.221683,51.515641
3897,201201FH10099,-0.220235,51.515799
3907,201201FH10111,-0.221279,51.514915
3918,201201FH10123,-0.220875,51.51419
3954,201201FH10166,-0.221279,51.514915
3981,201201FH10199,-0.216054,51.504764
3991,201201FH10209,-0.221279,51.514915
4017,201201FH10240,-0.220826,51.515448
4121,201201FH10363,-0.221827,51.515643
4124,201201FH10368,-0.215773,51.50458
4148,201201FH10396,-0.221683,51.515641
4151,201201FH10399,-0.221314,51.514017
4155,201201FH10403,-0.220119,51.515078
4263,201201FH10525,-0.22131,51.514107
4284,201201FH10548,-0.220829,51.515358
4383,201201FH10660,-0.221198,51.513295
4385,201201FH10665,-0.216908,51.505047
12644,201201QK50247,-0.222728,51.529505
12791,201201QK50416,-0.218293,51.528629
12895,201201QK50533,-0.21616,51.527877
15090,201201TA00033,-0.210975,51.505676
15100,201201TA00048,-0.201325,51.498244
15126,201201TA00081,-0.198422,51.495142
15127,201201TA00082,-0.159015,51.497048
15140,201201TA00098,-0.1735,51.495117
15148,201201TA00108,-0.158821,51.498304
15151,201201TA00113,-0.168036,51.487657
15152,201201TA00114,-0.170814,51.486622
15175,201201TA00147,-0.180455,51.50134
15219,201201TA00200,-0.194174,51.500563
15225,201201TA00209,-0.180281,51.480384
15228,201201TA00212,-0.200202,51.508479
15243,201201TA00232,-0.150108,51.485757
15249,201201TA00239,-0.186208,51.490728
15259,201201TA00250,-0.164438,51.484004
15307,201201TA00315,-0.205929,51.51675
15313,201201TA00321,-0.214677,51.506812
15325,201201TA00334,-0.200598,51.498413
15334,201201TA00347,-0.180311,51.501337
15365,201201TA00380,-0.185633,51.483435
15395,201201TA00415,-0.160894,51.496898
15405,201201TA00425,-0.197159,51.508882
15408,201201TA00428,-0.19109,51.502044
15460,201201TA00494,-0.204683,51.497127
15468,201201TA00503,-0.21063,51.518171
15480,201201TA00521,-0.184722,51.491874
15482,201201TA00523,-0.187623,51.50226
15522,201201TA00569,-0.185496,51.483253
15524,201201TA00572,-0.210025,51.526255
15532,201201TA00580,-0.190085,51.501938
15539,201201TA00592,-0.155621,51.484765
15551,201201TA00607,-0.158397,51.494521
15552,201201TA00608,-0.195488,51.500133
15611,201201TA00681,-0.199627,51.515754
15627,201201TA00699,-0.206003,51.496518
15655,201201TA00732,-0.162997,51.491176
15688,201201TA00768,-0.181674,51.481575
15704,201201TA00789,-0.209082,51.506187
15714,201201TA00801,-0.224473,51.518021
15723,201201TA00812,-0.190296,51.489352
15731,201201TA00822,-0.209086,51.506097
15732,201201TA00823,-0.173445,51.482076
15734,201201TA00826,-0.181111,51.48849
15742,201201TA00835,-0.169119,51.496577
15777,201201TA00875,-0.214123,51.502577
15779,201201TA00877,-0.192458,51.496579
15805,201201TA00908,-0.181785,51.493267
15816,201201TA00919,-0.15789,51.492804
15824,201201TA00927,-0.191106,51.490713
15827,201201TA00930,-0.178264,51.487637
15840,201201TA00944,-0.183959,51.492941
15875,201201TA00983,-0.178971,51.495202
15900,201201TA01012,-0.150108,51.485757
15901,201201TA01013,-0.182441,51.494896
15908,201201TA01020,-0.19991,51.508564
15913,201201TA01025,-0.201653,51.493573
15923,201201TA01036,-0.167824,51.49296
15936,201201TA01052,-0.173356,51.495114
15942,201201TA01063,-0.194753,51.493198
15945,201201TA01070,-0.197672,51.492253
